id_venda,id_cliente,id_produto,quantidade,data_venda
42507,29,3,1,2016-01-21
42508,43,28,3,2016-01-04
42509,459,17,2,2016-01-16
42510,433,31,3,2016-01-07
42511,26,6,1,2016-01-22
42512,191,3,5,2016-01-09
42513,87,20,1,2016-01-02
42514,442,35,1,2016-01-14
42515,142,3,5,2016-01-03
42516,163,6,2,2016-01-25
42517,193,5,5,2016-01-18
42518,499,22,2,2016-01-07
42519,474,23,5,2016-01-02
42520,77,27,1,2016-01-20
42521,24,8,3,2016-01-12
42522,223,3,5,2016-01-10
42523,163,42,1,2016-01-13
42524,375,1,1,2016-01-20
42525,63,36,2,2016-01-04
42526,218,23,4,2016-01-04
42527,160,17,2,2016-01-26
42528,237,1,4,2016-01-30
42529,302,25,1,2016-01-25
42530,225,19,2,2016-01-26
42531,199,8,4,2016-01-25
42532,108,32,4,2016-01-10
42533,303,5,4,2016-01-22
42534,81,42,5,2016-01-07
42535,486,2,5,2016-01-26
42536,155,5,4,2016-01-09
42537,8,123,3,2016-01-19
42538,78,2,5,2016-01-17
42539,332,8,4,2016-01-30
42540,354,26,2,2016-01-10
42541,11,49,4,2016-01-11
42542,317,28,4,2016-01-25
42543,133,3,4,2016-01-02
42544,345,48,2,2016-01-14
42545,42,10,3,2016-01-05
42546,45,25,3,2016-01-30
42547,131,3,2,2016-01-04
42548,43,6,1,2016-01-24
42549,214,48,3,2016-01-05
42550,449,36,4,2016-01-19
42551,300,2,2,2016-01-03
42552,485,28,1,2016-01-12
42553,486,3,5,2016-01-10
42554,185,21,1,2016-01-12
42555,261,16,5,2016-01-03
42556,170,2,1,2016-01-25
42557,44,5,5,2016-01-19
42558,336,444,2,2016-01-15
42559,256,444,3,2016-01-14
42560,143,16,1,2016-01-05
42561,50,19,3,2016-01-26
42562,90,19,3,2016-01-15
42563,431,2,1,2016-01-13
42564,430,20,3,2016-01-21
42565,349,25,2,2016-01-21
42566,406,10,1,2016-01-03
42567,15,3,4,2016-01-09
42568,191,6,3,2016-01-01
42569,382,27,4,2016-01-30
42570,118,2,3,2016-01-10
42571,191,8,5,2016-01-05
42572,391,24,4,2016-01-11
42573,154,2,3,2016-01-23
42574,310,2,3,2016-01-27
42575,452,5,2,2016-01-27
42576,211,5,1,2016-01-03
42577,70,31,2,2016-01-08
42578,247,8,1,2016-01-04
42579,294,10,2,2016-01-02
42580,371,10,3,2016-01-29
42581,203,444,5,2016-01-12
42582,342,27,2,2016-01-21
42583,181,23,2,2016-01-24
42584,395,31,3,2016-01-21
42585,382,10,4,2016-01-25
42586,83,2,2,2016-01-23
42587,107,3,2,2016-01-23
42588,124,5,3,2016-01-23
42589,194,3,3,2016-01-12
42590,130,80,4,2016-01-21
42591,347,50,5,2016-01-17
42592,481,39,2,2016-01-23
42593,101,3,1,2016-01-19
42594,371,5,1,2016-01-16
42595,203,1,2,2016-01-18
42596,114,13,5,2016-01-17
42597,128,40,4,2016-01-15
42598,406,2,4,2016-01-17
42599,193,35,4,2016-01-30
42600,209,6,5,2016-01-03
42601,298,13,5,2016-01-11
42602,455,24,1,2016-01-13
42603,142,27,1,2016-01-25
42604,391,47,5,2016-01-06
42605,224,50,3,2016-01-30
42606,467,36,4,2016-01-17
42607,485,10,2,2016-01-13
42608,145,8,1,2016-01-10
42609,26,43,2,2016-01-18
42610,206,2,1,2016-01-06
42611,438,444,2,2016-01-06
42612,390,8,1,2016-01-03
42613,403,30,5,2016-01-07
42614,127,42,5,2016-01-19
42615,164,11,2,2016-01-10
42616,354,8,2,2016-01-28
42617,238,80,4,2016-01-16
42618,151,1,1,2016-01-19
42619,5,40,3,2016-01-10
42620,258,2,1,2016-01-12
42621,460,10,3,2016-01-03
42622,85,25,5,2016-01-27
42623,420,444,3,2016-01-07
42624,25,40,4,2016-01-10
42625,287,1,4,2016-01-13
42626,401,6,5,2016-01-10
42627,178,1,5,2016-01-04
42628,256,16,4,2016-01-10
42629,322,6,1,2016-01-18
42630,14,2,5,2016-01-04
42631,135,39,1,2016-01-16
42632,354,48,5,2016-01-26
42633,220,8,3,2016-01-16
42634,232,18,3,2016-01-17
42635,451,31,5,2016-01-02
42636,99,35,3,2016-01-23
42637,296,40,2,2016-01-02
42638,500,1,3,2016-01-07
42639,448,6,1,2016-01-19
42640,239,35,3,2016-01-13
42641,420,31,2,2016-01-01
42642,321,8,3,2016-01-21
42643,65,47,4,2016-01-07
42644,427,5,2,2016-01-21
42645,136,20,3,2016-01-01
42646,422,12,4,2016-01-19
42647,346,8,4,2016-01-22
42648,85,5,4,2016-01-14
42649,206,46,5,2016-01-06
42650,84,1,1,2016-01-16
42651,163,24,5,2016-01-06
42652,95,19,2,2016-01-15
42653,363,3,4,2016-01-15
42654,282,1,1,2016-01-25
42655,189,8,2,2016-01-24
42656,470,3,3,2016-01-22
42657,166,42,1,2016-01-08
42658,488,15,2,2016-01-06
42659,85,2,1,2016-01-21
42660,444,41,5,2016-01-14
42661,20,8,1,2016-01-28
42662,146,1,4,2016-01-12
42663,440,29,1,2016-01-13
42664,321,23,5,2016-01-07
42665,230,41,1,2016-01-22
42666,390,20,1,2016-01-29
42667,50,80,1,2016-01-23
42668,383,1,3,2016-01-13
42669,489,20,1,2016-01-03
42670,424,45,2,2016-01-09
42671,29,123,3,2016-01-29
42672,429,29,3,2016-01-14
42673,292,47,3,2016-01-03
42674,8,10,2,2016-01-22
42675,202,2,2,2016-01-28
42676,5,31,5,2016-01-16
42677,443,47,1,2016-01-24
42678,69,444,2,2016-01-09
42679,215,1,3,2016-01-17
42680,377,24,2,2016-01-09
42681,163,3,3,2016-01-02
42682,92,2,2,2016-01-08
42683,280,44,4,2016-01-12
42684,107,8,2,2016-01-18
42685,456,444,2,2016-01-25
42686,57,33,3,2016-01-11
42687,355,10,1,2016-01-23
42688,380,35,1,2016-01-23
42689,408,10,1,2016-01-06
42690,23,24,4,2016-01-08
42691,107,17,4,2016-01-19
42692,455,6,5,2016-01-27
42693,210,42,5,2016-01-09
42694,61,29,5,2016-01-27
42695,438,123,2,2016-01-13
42696,99,444,5,2016-01-26
42697,297,20,5,2016-01-28
42698,229,10,2,2016-01-30
42699,423,22,3,2016-01-05
42700,387,17,1,2016-01-29
42701,24,50,3,2016-01-29
42702,486,42,3,2016-01-15
42703,211,3,5,2016-01-30
42704,465,8,3,2016-01-18
42705,211,5,5,2016-01-05
42706,148,5,5,2016-01-19
42707,166,45,4,2016-01-17
42708,490,80,3,2016-01-29
42709,311,80,1,2016-01-04
42710,10,123,3,2016-01-29
42711,288,10,5,2016-01-14
42712,437,35,3,2016-01-16
42713,116,6,1,2016-01-20
42714,301,8,1,2016-01-15
42715,367,1,2,2016-01-15
42716,52,10,1,2016-01-21
42717,341,80,4,2016-01-13
42718,350,10,4,2016-01-16
42719,496,16,1,2016-01-08
42720,388,25,1,2016-01-12
42721,195,10,4,2016-01-29
42722,139,33,5,2016-01-01
42723,439,21,4,2016-01-02
42724,403,48,1,2016-01-13
42725,79,24,2,2016-01-04
42726,187,42,1,2016-01-18
42727,189,8,2,2016-01-09
42728,271,44,1,2016-01-15
42729,371,6,5,2016-01-08
42730,104,43,4,2016-01-26
42731,229,17,5,2016-01-19
42732,176,1,1,2016-01-25
42733,314,33,3,2016-01-27
42734,62,24,3,2016-01-18
42735,381,6,4,2016-01-17
42736,28,43,3,2016-01-13
42737,315,41,4,2016-01-24
42738,8,47,1,2016-01-01
42739,248,49,2,2016-01-04
42740,270,10,5,2016-01-25
42741,156,40,3,2016-01-29
42742,22,42,4,2016-01-23
42743,148,1,1,2016-01-24
42744,220,2,2,2016-01-30
42745,163,42,5,2016-01-17
42746,386,46,5,2016-01-03
42747,414,1,1,2016-01-07
42748,141,10,4,2016-01-15
42749,456,5,3,2016-01-19
42750,185,6,2,2016-01-22
42751,415,20,4,2016-01-03
42752,394,5,4,2016-01-30
42753,409,1,2,2016-01-12
42754,496,47,2,2016-01-21
42755,143,26,3,2016-01-24
42756,245,33,3,2016-01-07
42757,21,18,4,2016-01-17
42758,369,39,5,2016-01-03
42759,288,3,5,2016-01-07
42760,383,6,2,2016-01-25
42761,14,2,5,2016-01-02
42762,275,42,3,2016-01-03
42763,461,1,4,2016-01-16
42764,456,29,2,2016-01-04
42765,164,48,3,2016-01-23
42766,33,6,5,2016-01-24
42767,471,10,4,2016-01-02
42768,263,444,1,2016-01-25
42769,487,2,5,2016-01-12
42770,332,11,4,2016-01-14
42771,88,22,1,2016-01-21
42772,291,10,4,2016-01-03
42773,256,6,3,2016-01-13
42774,54,16,1,2016-01-06
42775,435,41,1,2016-01-21
42776,373,1,5,2016-01-05
42777,295,19,4,2016-01-11
42778,273,45,5,2016-01-15
42779,184,12,1,2016-01-01
42780,36,26,3,2016-01-24
42781,407,30,2,2016-01-29
42782,174,80,2,2016-01-07
42783,409,6,4,2016-01-05
42784,411,29,4,2016-01-19
42785,448,18,4,2016-01-14
42786,238,1,2,2016-01-17
42787,288,444,1,2016-01-24
42788,500,45,1,2016-01-16
42789,475,10,4,2016-01-09
42790,433,35,4,2016-01-24
42791,44,8,5,2016-01-17
42792,169,10,1,2016-01-15
42793,143,3,5,2016-01-09
42794,319,32,2,2016-01-25
42795,131,5,2,2016-01-10
42796,5,8,5,2016-01-07
42797,391,5,2,2016-01-28
42798,146,43,5,2016-01-20
42799,36,123,3,2016-01-24
42800,379,48,4,2016-01-25
42801,309,80,5,2016-01-17
42802,468,1,3,2016-01-05
42803,39,26,4,2016-01-18
42804,370,12,5,2016-01-03
42805,333,29,5,2016-01-21
42806,299,3,4,2016-01-19
42807,444,3,4,2016-01-26
42808,348,444,4,2016-01-25
42809,375,123,1,2016-01-04
42810,485,123,3,2016-01-17
42811,228,5,1,2016-01-18
42812,163,3,3,2016-01-23
42813,415,3,3,2016-01-06
42814,272,2,5,2016-01-16
42815,226,10,1,2016-01-18
42816,236,10,4,2016-01-21
42817,395,80,4,2016-01-21
42818,437,17,2,2016-01-04
42819,160,8,1,2016-01-21
42820,107,22,3,2016-01-21
42821,493,35,5,2016-01-28
42822,83,444,3,2016-01-29
42823,44,22,1,2016-01-15
42824,461,43,3,2016-01-03
42825,404,19,1,2016-01-28
42826,58,3,2,2016-01-12
42827,399,18,5,2016-01-21
42828,163,3,1,2016-01-12
42829,7,6,3,2016-01-19
42830,155,43,1,2016-01-13
42831,405,6,5,2016-01-20
42832,335,13,2,2016-01-01
42833,134,1,2,2016-01-17
42834,85,3,3,2016-01-28
42835,396,1,2,2016-01-18
42836,313,46,4,2016-01-16
42837,102,8,2,2016-01-06
42838,227,16,4,2016-01-21
42839,441,8,3,2016-01-06
42840,210,46,2,2016-01-04
42841,42,1,2,2016-01-11
42842,439,8,5,2016-01-11
42843,223,50,2,2016-01-29
42844,197,2,3,2016-01-17
42845,151,37,4,2016-01-21
42846,321,8,1,2016-01-10
42847,212,27,4,2016-01-10
42848,229,25,2,2016-01-07
42849,200,37,2,2016-01-13
42850,467,15,3,2016-01-19
42851,134,6,1,2016-01-04
42852,429,33,5,2016-01-25
42853,449,2,5,2016-01-08
42854,193,29,5,2016-01-19
42855,67,3,5,2016-01-20
42856,218,6,1,2016-01-30
42857,177,5,2,2016-01-20
42858,75,123,2,2016-01-04
42859,432,33,2,2016-01-29
42860,489,27,2,2016-01-07
42861,259,33,5,2016-01-04
42862,265,2,3,2016-01-08
42863,39,2,3,2016-01-21
42864,4,8,2,2016-01-28
42865,14,5,4,2016-01-22
42866,49,5,5,2016-01-16
42867,267,2,1,2016-01-28
42868,74,26,2,2016-01-19
42869,185,5,3,2016-01-29
42870,289,10,3,2016-01-24
42871,145,38,5,2016-01-27
42872,183,42,3,2016-01-15
42873,430,35,4,2016-01-26
42874,154,46,1,2016-01-24
42875,183,10,4,2016-01-28
42876,216,6,1,2016-01-25
42877,378,2,4,2016-01-30
42878,275,5,5,2016-01-20
42879,297,6,2,2016-01-10
42880,230,35,4,2016-01-05
42881,230,6,2,2016-01-28
42882,18,6,1,2016-01-21
42883,316,8,2,2016-01-11
42884,101,37,1,2016-01-03
42885,64,26,3,2016-01-17
42886,292,31,2,2016-01-08
42887,53,30,4,2016-01-25
42888,77,1,4,2016-01-03
42889,153,8,4,2016-01-13
42890,286,20,3,2016-01-10
42891,3,39,2,2016-01-19
42892,30,10,1,2016-01-28
42893,496,10,3,2016-01-09
42894,400,35,2,2016-01-09
42895,193,46,2,2016-01-17
42896,471,5,4,2016-01-28
42897,39,38,2,2016-01-04
42898,412,44,5,2016-01-21
42899,174,25,5,2016-01-13
42900,205,47,4,2016-01-07
42901,88,10,3,2016-01-12
42902,93,26,1,2016-01-01
42903,427,18,3,2016-01-06
42904,430,2,3,2016-01-07
42905,312,2,1,2016-01-24
42906,439,39,3,2016-01-14
42907,206,12,4,2016-01-20
42908,366,10,5,2016-01-29
42909,325,2,5,2016-01-01
42910,154,31,2,2016-01-06
42911,207,16,2,2016-01-24
42912,462,6,5,2016-01-19
42913,171,444,1,2016-01-10
42914,316,1,1,2016-01-06
42915,414,32,4,2016-01-30
42916,409,1,5,2016-01-05
42917,495,28,4,2016-01-28
42918,235,10,3,2016-01-25
42919,354,39,4,2016-01-21
42920,427,22,5,2016-01-12
42921,487,22,4,2016-01-23
42922,123,48,1,2016-01-01
42923,311,18,4,2016-01-26
42924,489,18,5,2016-01-18
42925,8,6,4,2016-01-17
42926,335,20,2,2016-01-11
42927,428,5,1,2016-01-19
42928,435,3,1,2016-01-01
42929,221,30,3,2016-01-21
42930,354,16,5,2016-01-08
42931,431,46,5,2016-01-09
42932,493,45,2,2016-01-10
42933,76,25,5,2016-01-01
42934,433,1,1,2016-01-21
42935,59,46,5,2016-01-10
42936,215,10,1,2016-01-17
42937,148,25,2,2016-01-21
42938,401,2,1,2016-01-23
42939,320,23,1,2016-01-11
42940,41,6,4,2016-01-18
42941,483,6,1,2016-01-24
42942,317,3,2,2016-01-23
42943,365,80,2,2016-01-19
42944,176,2,2,2016-01-20
42945,194,5,5,2016-01-15
42946,31,2,2,2016-01-09
42947,492,27,2,2016-01-30
42948,351,41,3,2016-01-26
42949,244,40,1,2016-01-16
42950,349,2,2,2016-01-04
42951,381,35,2,2016-01-01
42952,440,10,4,2016-01-15
42953,414,80,5,2016-01-01
42954,126,6,5,2016-01-02
42955,475,36,2,2016-01-11
42956,316,8,1,2016-01-08
42957,99,6,3,2016-01-23
42958,430,26,2,2016-01-10
42959,85,80,2,2016-01-01
42960,260,8,4,2016-01-11
42961,80,8,3,2016-01-07
42962,79,80,4,2016-01-15
42963,95,36,2,2016-01-26
42964,68,15,2,2016-01-09
42965,218,2,2,2016-01-22
42966,482,6,2,2016-01-15
42967,485,19,4,2016-01-19
42968,59,10,2,2016-01-11
42969,134,6,3,2016-01-16
42970,374,5,1,2016-01-07
42971,290,32,2,2016-01-12
42972,428,6,3,2016-01-17
42973,480,123,4,2016-01-21
42974,60,31,5,2016-01-04
42975,379,2,2,2016-01-06
42976,184,46,1,2016-01-28
42977,354,6,2,2016-01-25
42978,481,39,5,2016-01-08
42979,122,38,3,2016-01-01
42980,284,6,3,2016-01-12
42981,416,8,2,2016-01-27
42982,200,5,3,2016-01-01
42983,344,21,5,2016-01-21
42984,464,5,5,2016-01-29
42985,362,19,2,2016-01-16
42986,266,6,2,2016-01-25
42987,483,30,4,2016-01-21
42988,59,10,3,2016-01-07
42989,452,3,5,2016-01-04
42990,61,45,1,2016-01-28
42991,161,46,4,2016-01-17
42992,469,3,2,2016-01-10
42993,119,38,3,2016-01-04
42994,5,33,5,2016-01-05
42995,203,26,4,2016-01-05
42996,247,41,1,2016-01-08
42997,239,24,4,2016-01-25
42998,47,13,2,2016-01-04
42999,253,32,1,2016-01-23
43000,366,1,4,2016-01-24
43001,306,25,3,2016-01-30
43002,197,8,4,2016-01-02
43003,69,40,5,2016-01-11
43004,195,31,5,2016-01-19
43005,462,42,1,2016-01-21
43006,205,8,1,2016-01-19
43007,176,37,2,2016-01-20
43008,321,38,2,2016-01-12
43009,64,3,3,2016-01-20
43010,156,33,3,2016-01-30
43011,361,15,5,2016-01-15
43012,117,2,1,2016-01-24
43013,234,18,5,2016-01-09
43014,87,5,2,2016-01-25
43015,182,20,4,2016-01-04
43016,154,21,1,2016-01-12
43017,22,8,2,2016-01-08
43018,435,2,5,2016-01-21
43019,331,1,4,2016-01-16
43020,313,80,4,2016-01-29
43021,316,2,4,2016-01-26
43022,113,6,1,2016-01-14
43023,497,50,4,2016-01-17
43024,34,40,1,2016-01-01
43025,289,48,3,2016-01-10
43026,418,3,3,2016-01-10
43027,57,22,2,2016-01-24
43028,357,6,5,2016-01-30
43029,207,5,5,2016-01-03
43030,3,3,5,2016-01-09
43031,206,3,1,2016-01-30
43032,493,5,3,2016-01-14
43033,61,49,5,2016-01-02
43034,283,10,3,2016-01-11
43035,93,39,1,2016-01-24
43036,40,13,5,2016-01-18
43037,280,24,3,2016-01-11
43038,64,1,5,2016-01-17
43039,413,5,2,2016-01-10
43040,440,29,1,2016-01-06
43041,163,40,2,2016-01-10
43042,449,39,5,2016-01-08
43043,139,6,2,2016-01-13
43044,456,27,3,2016-01-17
43045,361,23,4,2016-01-07
43046,398,43,2,2016-01-22
43047,364,48,3,2016-01-17
43048,18,46,1,2016-01-21
43049,300,10,4,2016-01-22
43050,223,3,4,2016-01-05
43051,94,2,4,2016-01-29
43052,225,5,1,2016-01-17
43053,376,2,4,2016-01-03
43054,176,2,1,2016-01-13
43055,499,28,4,2016-01-03
43056,366,1,4,2016-01-18
43057,316,2,2,2016-01-20
43058,11,33,2,2016-01-25
43059,285,2,2,2016-01-23
43060,221,15,2,2016-01-27
43061,19,1,4,2016-01-03
43062,21,6,5,2016-01-23
43063,341,38,4,2016-01-04
43064,365,2,3,2016-01-07
43065,47,80,1,2016-01-20
43066,94,5,2,2016-01-17
43067,45,39,2,2016-01-08
43068,438,17,1,2016-01-14
43069,80,2,5,2016-01-15
43070,72,1,1,2016-01-27
43071,273,49,3,2016-01-30
43072,215,31,4,2016-01-04
43073,124,80,4,2016-01-25
43074,473,6,5,2016-01-18
43075,178,8,5,2016-01-08
43076,333,13,2,2016-01-30
43077,118,28,3,2016-01-25
43078,444,8,2,2016-01-12
43079,311,49,3,2016-01-25
43080,375,15,1,2016-01-25
43081,50,10,5,2016-01-09
43082,450,35,5,2016-01-01
43083,381,444,1,2016-01-04
43084,384,5,2,2016-01-16
43085,59,3,3,2016-01-06
43086,230,19,1,2016-01-14
43087,364,2,1,2016-01-29
43088,385,1,1,2016-01-23
43089,434,8,1,2016-01-22
43090,226,42,1,2016-01-25
43091,321,17,3,2016-01-21
43092,198,1,4,2016-01-14
43093,366,30,3,2016-01-28
43094,76,10,1,2016-01-05
43095,402,444,4,2016-01-12
43096,25,10,1,2016-01-20
43097,309,32,3,2016-01-05
43098,367,49,3,2016-01-20
43099,273,3,3,2016-01-18
43100,213,2,3,2016-01-22
43101,408,444,1,2016-01-21
43102,329,8,1,2016-01-17
43103,445,80,5,2016-01-07
43104,66,1,1,2016-01-25
43105,372,37,2,2016-01-09
43106,149,40,3,2016-01-07
43107,252,29,3,2016-01-19
43108,194,10,5,2016-01-06
43109,138,5,4,2016-01-28
43110,123,5,3,2016-01-16
43111,116,36,4,2016-01-14
43112,419,8,1,2016-01-28
43113,389,33,4,2016-01-02
43114,209,29,1,2016-01-07
43115,278,12,5,2016-01-28
43116,486,32,2,2016-01-15
43117,477,10,1,2016-01-28
43118,290,18,3,2016-01-13
43119,444,1,2,2016-01-29
43120,355,1,3,2016-01-15
43121,494,1,3,2016-01-10
43122,375,17,5,2016-01-13
43123,320,1,5,2016-01-16
43124,395,6,2,2016-01-23
43125,487,6,2,2016-01-24
43126,300,10,2,2016-01-20
43127,408,40,2,2016-01-20
43128,475,42,2,2016-01-04
43129,382,8,2,2016-01-12
43130,121,1,3,2016-01-27
43131,55,37,4,2016-01-27
43132,270,29,3,2016-01-22
43133,423,31,5,2016-01-17
43134,423,23,4,2016-01-17
43135,294,2,4,2016-01-01
43136,256,17,4,2016-01-02
43137,74,29,2,2016-01-29
43138,137,5,4,2016-01-05
43139,51,13,2,2016-01-18
43140,151,80,5,2016-01-29
43141,114,10,5,2016-01-17
43142,398,32,4,2016-01-20
43143,257,1,2,2016-01-22
43144,3,29,2,2016-01-26
43145,456,10,5,2016-01-10
43146,492,1,5,2016-01-07
43147,128,10,5,2016-01-11
43148,336,30,3,2016-01-28
43149,137,25,2,2016-01-18
43150,452,8,2,2016-01-29
43151,242,33,3,2016-01-10
43152,16,26,3,2016-01-19
43153,157,30,4,2016-01-01
43154,28,6,5,2016-01-06
43155,201,3,3,2016-01-29
43156,345,444,1,2016-01-14
43157,412,8,3,2016-01-05
43158,109,10,3,2016-01-08
43159,225,3,4,2016-01-23
43160,473,1,2,2016-01-02
43161,249,41,3,2016-01-21
43162,31,33,5,2016-01-19
43163,47,80,5,2016-01-06
43164,298,1,2,2016-01-28
43165,47,5,3,2016-01-16
43166,181,6,3,2016-01-12
43167,106,5,5,2016-01-20
43168,258,47,3,2016-01-02
43169,166,24,1,2016-01-26
43170,56,2,1,2016-01-24
43171,441,10,5,2016-01-26
43172,31,44,4,2016-01-03
43173,66,40,4,2016-01-22
43174,269,36,4,2016-01-07
43175,487,43,5,2016-01-01
43176,113,8,2,2016-01-07
43177,247,24,2,2016-01-02
43178,32,6,2,2016-01-11
43179,477,5,1,2016-01-11
43180,307,8,2,2016-01-27
43181,435,27,4,2016-01-27
43182,446,5,2,2016-01-05
43183,251,10,3,2016-01-04
43184,130,17,2,2016-01-08
43185,48,32,3,2016-01-01
43186,216,19,5,2016-01-29
43187,221,41,2,2016-01-30
43188,495,6,5,2016-01-21
43189,149,6,2,2016-01-20
43190,447,6,2,2016-01-24
43191,304,44,1,2016-01-21
43192,256,31,2,2016-01-11
43193,97,2,3,2016-01-22
43194,276,45,3,2016-01-08
43195,89,10,3,2016-01-01
43196,384,5,3,2016-01-10
43197,234,26,2,2016-01-22
43198,489,3,3,2016-01-11
43199,376,6,1,2016-01-15
43200,213,19,3,2016-01-13
43201,461,5,4,2016-01-25
43202,130,6,2,2016-01-11
43203,54,3,4,2016-01-19
43204,375,20,2,2016-01-18
43205,119,33,3,2016-01-21
43206,429,8,2,2016-01-24
43207,159,3,3,2016-01-01
43208,336,1,2,2016-01-23
43209,402,1,5,2016-01-05
43210,157,8,1,2016-01-29
43211,123,49,5,2016-01-01
43212,217,15,2,2016-01-17
43213,87,444,4,2016-01-20
43214,263,3,5,2016-01-16
43215,265,31,1,2016-01-24
43216,196,11,4,2016-01-14
43217,185,35,3,2016-01-10
43218,215,44,3,2016-01-29
43219,410,33,1,2016-01-20
43220,123,8,5,2016-01-24
43221,446,5,1,2016-01-24
43222,38,5,4,2016-01-02
43223,275,1,4,2016-01-16
43224,268,444,2,2016-01-13
43225,344,10,4,2016-01-19
43226,343,32,1,2016-01-22
43227,441,3,2,2016-01-10
43228,430,8,3,2016-01-30
43229,102,5,3,2016-01-12
43230,333,10,2,2016-01-04
43231,187,22,4,2016-01-20
43232,195,2,1,2016-01-13
43233,127,10,4,2016-01-29
43234,465,5,5,2016-01-01
43235,412,12,1,2016-01-29
43236,88,47,3,2016-01-17
43237,288,22,5,2016-01-14
43238,442,80,5,2016-01-21
43239,8,25,3,2016-01-27
43240,94,23,1,2016-01-26
43241,432,10,3,2016-01-25
43242,15,43,4,2016-01-12
43243,371,1,4,2016-01-03
43244,124,36,5,2016-01-18
43245,161,25,3,2016-01-26
43246,317,1,1,2016-01-25
43247,246,444,2,2016-01-21
43248,50,29,5,2016-01-26
43249,481,1,5,2016-01-07
43250,180,42,4,2016-01-03
43251,127,2,3,2016-01-08
43252,72,21,4,2016-01-17
43253,173,25,5,2016-01-11
43254,45,3,1,2016-02-05
43255,149,8,4,2016-02-07
43256,265,19,4,2016-02-29
43257,130,13,1,2016-02-09
43258,444,46,5,2016-02-21
43259,296,5,4,2016-02-21
43260,353,2,5,2016-02-07
43261,398,3,3,2016-02-16
43262,125,123,3,2016-02-14
43263,176,38,3,2016-02-25
43264,170,50,1,2016-02-25
43265,186,3,3,2016-02-03
43266,361,29,5,2016-02-02
43267,108,3,4,2016-02-28
43268,162,10,5,2016-02-16
43269,323,2,5,2016-02-26
43270,241,1,3,2016-02-03
43271,328,27,5,2016-02-15
43272,43,44,2,2016-02-01
43273,388,10,2,2016-02-05
43274,367,39,2,2016-02-15
43275,54,2,2,2016-02-19
43276,126,28,1,2016-02-06
43277,225,44,4,2016-02-16
43278,254,2,2,2016-03-01
43279,334,10,5,2016-02-23
43280,253,5,3,2016-02-01
43281,83,8,5,2016-02-02
43282,331,10,4,2016-02-02
43283,269,123,1,2016-02-04
43284,344,16,5,2016-02-29
43285,25,43,5,2016-02-03
43286,10,8,3,2016-02-02
43287,238,41,1,2016-02-22
43288,73,10,3,2016-02-11
43289,2,31,1,2016-02-26
43290,250,3,5,2016-02-25
43291,339,33,4,2016-02-16
43292,104,3,4,2016-02-13
43293,199,2,5,2016-02-20
43294,314,31,5,2016-02-22
43295,366,45,5,2016-02-12
43296,400,46,2,2016-02-16
43297,405,12,1,2016-02-25
43298,54,15,2,2016-02-14
43299,141,47,2,2016-02-12
43300,474,21,1,2016-02-20
43301,170,33,4,2016-02-28
43302,340,35,4,2016-02-12
43303,420,1,3,2016-02-28
43304,168,18,2,2016-02-02
43305,475,3,1,2016-02-27
43306,336,40,5,2016-03-01
43307,426,40,5,2016-02-14
43308,237,35,1,2016-02-06
43309,500,3,5,2016-02-11
43310,60,33,2,2016-02-06
43311,423,6,4,2016-02-28
43312,470,3,4,2016-02-26
43313,151,36,4,2016-02-16
43314,329,8,2,2016-02-28
43315,201,46,3,2016-02-19
43316,444,6,3,2016-02-25
43317,466,39,4,2016-02-04
43318,344,10,5,2016-02-26
43319,150,31,5,2016-02-11
43320,277,8,5,2016-02-07
43321,234,37,2,2016-02-06
43322,496,8,4,2016-02-10
43323,205,2,1,2016-02-01
43324,445,12,2,2016-02-17
43325,11,8,3,2016-02-15
43326,490,28,4,2016-02-07
43327,497,27,5,2016-02-27
43328,43,23,5,2016-02-13
43329,75,15,3,2016-02-09
43330,411,50,3,2016-02-18
43331,52,5,1,2016-02-04
43332,362,8,3,2016-02-06
43333,181,40,1,2016-02-05
43334,383,46,5,2016-02-29
43335,18,39,4,2016-02-03
43336,45,2,5,2016-02-10
43337,73,5,1,2016-02-18
43338,101,13,3,2016-03-01
43339,288,5,2,2016-02-15
43340,403,31,4,2016-02-01
43341,209,8,4,2016-02-29
43342,456,12,1,2016-02-15
43343,257,5,3,2016-02-09
43344,300,27,2,2016-02-29
43345,90,36,2,2016-02-14
43346,10,8,5,2016-02-04
43347,218,21,4,2016-02-09
43348,308,3,3,2016-02-16
43349,437,32,2,2016-02-28
43350,213,6,3,2016-02-22
43351,454,22,1,2016-02-29
43352,268,1,2,2016-02-02
43353,73,3,3,2016-02-12
43354,205,46,5,2016-02-07
43355,61,6,1,2016-02-12
43356,492,80,2,2016-02-28
43357,481,27,3,2016-02-27
43358,141,8,1,2016-02-22
43359,470,40,1,2016-02-21
43360,363,444,4,2016-02-23
43361,227,16,1,2016-02-19
43362,295,5,1,2016-02-21
43363,173,5,1,2016-02-02
43364,69,444,5,2016-02-19
43365,335,50,1,2016-02-09
43366,390,13,5,2016-02-26
43367,256,10,2,2016-02-29
43368,449,80,1,2016-02-16
43369,428,2,1,2016-02-04
43370,367,15,2,2016-02-10
43371,310,48,3,2016-02-16
43372,228,48,5,2016-02-01
43373,73,36,4,2016-02-11
43374,101,5,4,2016-02-28
43375,145,15,3,2016-03-01
43376,280,6,4,2016-02-23
43377,113,28,4,2016-02-27
43378,138,23,4,2016-02-11
43379,173,20,4,2016-02-26
